order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,line_id,order_key,return_status
IT-2013-5270137,2013-10-16,2013-10-17,First Class,Mark Cousins,Corporate,Limburg,Netherlands,EU,Central,OFF-LA-10000760,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible",15.254999999999999,3,0.5,-1.5749999999999975,1.79,Medium,2013,30031,EU|IT-2013-5270137,Not Returned
CA-2013-124352,2013-10-16,2013-10-22,Standard Class,Cynthia Delaney,Home Office,Oklahoma,United States,US,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,6,0.0,14.4354,1.72,Medium,2013,30032,US|CA-2013-124352,Not Returned
CA-2013-124352,2013-10-16,2013-10-22,Standard Class,Cynthia Delaney,Home Office,Oklahoma,United States,US,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,7,0.0,9.8784,1.36,Medium,2013,30033,US|CA-2013-124352,Not Returned
CA-2013-125738,2013-10-16,2013-10-22,Standard Class,Patrick Bzostek,Home Office,Utah,United States,US,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,0.0,32.93599999999999,1.26,Medium,2013,30034,US|CA-2013-125738,Not Returned
CA-2013-124352,2013-10-16,2013-10-22,Standard Class,Cynthia Delaney,Home Office,Oklahoma,United States,US,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208000000000006,0.83,Medium,2013,30035,US|CA-2013-124352,Not Returned
NI-2013-6940,2013-10-16,2013-10-21,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-BIC-10003654,Office Supplies,Art,"BIC Pens, Blue",8.568000000000001,2,0.7,-16.871999999999996,0.57,Medium,2013,30036,Africa|NI-2013-6940,Not Returned
NI-2013-6940,2013-10-16,2013-10-21,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-CAR-10004408,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",8.64,1,0.7,-7.199999999999996,0.49,Medium,2013,30037,Africa|NI-2013-6940,Not Returned
NI-2013-6940,2013-10-16,2013-10-21,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-JIF-10002275,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window",3.6180000000000003,1,0.7,-5.081999999999998,0.36,Medium,2013,30038,Africa|NI-2013-6940,Not Returned
CA-2013-124352,2013-10-16,2013-10-22,Standard Class,Cynthia Delaney,Home Office,Oklahoma,United States,US,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0.0,1.375,0.33,Medium,2013,30039,US|CA-2013-124352,Not Returned
NI-2013-6940,2013-10-16,2013-10-21,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-EAT-10003094,Office Supplies,Paper,"Eaton Memo Slips, Premium",4.122000000000001,1,0.7,-4.968,0.28,Medium,2013,30040,Africa|NI-2013-6940,Not Returned
IN-2013-71249,2013-10-17,2013-10-18,First Class,Craig Reiter,Consumer,Queensland,Australia,APAC,Oceania,TEC-PH-10004664,Technology,Phones,"Nokia Smart Phone, with Caller ID",5175.171000000001,9,0.1,919.9709999999997,915.49,Medium,2013,30041,APAC|IN-2013-71249,Not Returned
IN-2013-85662,2013-10-17,2013-10-19,Second Class,Clytie Kelty,Consumer,Waikato,New Zealand,APAC,Oceania,FUR-BO-10001309,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",823.5,2,0.0,172.92000000000002,260.6,Critical,2013,30042,APAC|IN-2013-85662,Not Returned
IN-2013-85662,2013-10-17,2013-10-19,Second Class,Clytie Kelty,Consumer,Waikato,New Zealand,APAC,Oceania,TEC-CO-10003226,Technology,Copiers,"Canon Fax Machine, Laser",636.7800000000001,2,0.0,286.5,203.2,Critical,2013,30043,APAC|IN-2013-85662,Not Returned
IN-2013-21003,2013-10-17,2013-10-19,Second Class,Saphhira Shifley,Corporate,Xinjiang Uygur,China,APAC,North Asia,FUR-BO-10002032,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",1115.3700000000001,9,0.0,267.57,149.4,Medium,2013,30044,APAC|IN-2013-21003,Returned
ID-2013-59062,2013-10-17,2013-10-23,Standard Class,Daniel Raglin,Home Office,Papua,Indonesia,APAC,Southeast Asia,OFF-AP-10001621,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Black",1243.9044,3,0.17,-134.8956,93.89,Medium,2013,30045,APAC|ID-2013-59062,Not Returned
MR-2013-8020,2013-10-17,2013-10-22,Standard Class,Brendan Murry,Corporate,Nouakchott,Mauritania,Africa,Africa,FUR-LES-10004098,Furniture,Tables,"Lesro Round Table, Rectangular",899.1600000000001,2,0.0,395.58000000000004,93.05,Medium,2013,30046,Africa|MR-2013-8020,Not Returned
IN-2013-71249,2013-10-17,2013-10-18,First Class,Craig Reiter,Consumer,Queensland,Australia,APAC,Oceania,TEC-PH-10000214,Technology,Phones,"Apple Speaker Phone, VoIP",333.153,3,0.1,88.80299999999998,71.02,Medium,2013,30047,APAC|IN-2013-71249,Not Returned
MX-2013-121580,2013-10-17,2013-10-21,Standard Class,Kristen Hastings,Corporate,Pinar del Río,Cuba,LATAM,Caribbean,FUR-BO-10000411,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",646.8,5,0.0,284.5,49.007,Medium,2013,30048,LATAM|MX-2013-121580,Not Returned
IN-2013-21003,2013-10-17,2013-10-19,Second Class,Saphhira Shifley,Corporate,Xinjiang Uygur,China,APAC,North Asia,TEC-AC-10004012,Technology,Accessories,"Enermax Flash Drive, Erganomic",511.28999999999996,13,0.0,214.5,44.3,Medium,2013,30049,APAC|IN-2013-21003,Returned
ID-2013-62177,2013-10-17,2013-10-21,Standard Class,Julia West,Consumer,Maharashtra,India,APAC,Central Asia,FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",486.12,8,0.5,-77.88,36.46,Medium,2013,30050,APAC|ID-2013-62177,Not Returned
ES-2013-3480627,2013-10-17,2013-10-20,Second Class,Giulietta Dortch,Corporate,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-MA-10003812,Technology,Machines,"Panasonic Printer, Wireless",679.5495000000001,3,0.15,79.87949999999998,27.71,Medium,2013,30051,EU|ES-2013-3480627,Not Returned
ES-2013-3480627,2013-10-17,2013-10-20,Second Class,Giulietta Dortch,Corporate,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-MA-10001777,Technology,Machines,"Okidata Printer, Red",451.605,2,0.15,-74.415,24.49,Medium,2013,30052,EU|ES-2013-3480627,Not Returned
ID-2013-40708,2013-10-17,2013-10-21,Standard Class,Karen Seio,Corporate,National Capital,Philippines,APAC,Southeast Asia,TEC-CO-10000259,Technology,Copiers,"Hewlett Ink, Color",292.73400000000004,3,0.35,-135.126,19.8,Medium,2013,30053,APAC|ID-2013-40708,Not Returned
US-2013-128965,2013-10-17,2013-10-20,First Class,Sandra Glassco,Consumer,Distrito Federal,Mexico,LATAM,North,FUR-TA-10000310,Furniture,Tables,"Barricks Training Table, Rectangular",168.46400000000003,1,0.2,-40.016000000000005,14.767,Medium,2013,30054,LATAM|US-2013-128965,Not Returned
CA-2013-132066,2013-10-17,2013-10-21,Standard Class,Nona Balk,Corporate,New York,United States,US,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182,1,0.4,-37.91520000000003,9.99,Medium,2013,30055,US|CA-2013-132066,Not Returned
MX-2013-166877,2013-10-17,2013-10-20,First Class,Erica Smith,Consumer,Distrito Federal,Mexico,LATAM,North,OFF-PA-10000935,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",41.6,2,0.0,3.3200000000000003,8.333,High,2013,30056,LATAM|MX-2013-166877,Not Returned
IN-2013-85662,2013-10-17,2013-10-19,Second Class,Clytie Kelty,Consumer,Waikato,New Zealand,APAC,Oceania,OFF-FA-10003213,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",54.0,4,0.0,5.4,7.7,Critical,2013,30057,APAC|IN-2013-85662,Not Returned
IN-2013-71249,2013-10-17,2013-10-18,First Class,Craig Reiter,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10003161,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",64.152,6,0.1,22.032000000000004,5.98,Medium,2013,30058,APAC|IN-2013-71249,Not Returned
ES-2013-3394564,2013-10-17,2013-10-22,Second Class,Aaron Hawkins,Corporate,England,United Kingdom,EU,North,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",53.400000000000006,2,0.0,14.940000000000001,5.85,Medium,2013,30059,EU|ES-2013-3394564,Not Returned
US-2013-125241,2013-10-17,2013-10-19,Second Class,Sam Craven,Consumer,Francisco Morazán,Honduras,LATAM,Central,OFF-ST-10000650,Office Supplies,Storage,"Rogers Box, Industrial",48.9,5,0.4,-2.5,5.311,High,2013,30060,LATAM|US-2013-125241,Not Returned
ID-2013-40708,2013-10-17,2013-10-21,Standard Class,Karen Seio,Corporate,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10000539,Office Supplies,Art,"Boston Markers, Easy-Erase",58.608000000000004,4,0.45,-40.51200000000001,4.43,Medium,2013,30061,APAC|ID-2013-40708,Not Returned
MX-2013-118073,2013-10-17,2013-10-19,First Class,Thais Sissman,Consumer,Guatemala,Guatemala,LATAM,Central,OFF-BI-10001507,Office Supplies,Binders,"Ibico Binder, Durable",11.319999999999999,1,0.0,3.1600000000000006,3.754,High,2013,30062,LATAM|MX-2013-118073,Not Returned
ID-2013-40708,2013-10-17,2013-10-21,Standard Class,Karen Seio,Corporate,National Capital,Philippines,APAC,Southeast Asia,OFF-BI-10001744,Office Supplies,Binders,"Acco Binding Machine, Economy",43.426500000000004,1,0.15000000000000002,-2.0535000000000014,2.84,Medium,2013,30063,APAC|ID-2013-40708,Not Returned
IN-2013-71249,2013-10-17,2013-10-18,First Class,Craig Reiter,Consumer,Queensland,Australia,APAC,Oceania,OFF-BI-10001808,Office Supplies,Binders,"Ibico Index Tab, Clear",16.038,2,0.1,-1.302,2.25,Medium,2013,30064,APAC|IN-2013-71249,Not Returned
US-2013-125241,2013-10-17,2013-10-19,Second Class,Sam Craven,Consumer,Francisco Morazán,Honduras,LATAM,Central,FUR-FU-10003283,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable",10.056000000000001,1,0.4,-0.8440000000000005,1.834,High,2013,30065,LATAM|US-2013-125241,Not Returned
IN-2013-71249,2013-10-17,2013-10-18,First Class,Craig Reiter,Consumer,Queensland,Australia,APAC,Oceania,OFF-BI-10003779,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",27.27,1,0.1,9.090000000000002,1.62,Medium,2013,30066,APAC|IN-2013-71249,Not Returned
ID-2013-59062,2013-10-17,2013-10-23,Standard Class,Daniel Raglin,Home Office,Papua,Indonesia,APAC,Southeast Asia,OFF-LA-10003379,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",27.666,4,0.47000000000000003,-22.014,1.4,Medium,2013,30067,APAC|ID-2013-59062,Not Returned
MX-2013-121580,2013-10-17,2013-10-21,Standard Class,Kristen Hastings,Corporate,Pinar del Río,Cuba,LATAM,Caribbean,OFF-PA-10003034,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",14.080000000000002,1,0.0,0.5599999999999999,1.1019999999999999,Medium,2013,30068,LATAM|MX-2013-121580,Not Returned
ID-2013-56276,2013-10-17,2013-10-23,Standard Class,Michelle Tran,Home Office,Queensland,Australia,APAC,Oceania,OFF-EN-10000454,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Set of 50",31.212,2,0.1,-3.468,1.05,Medium,2013,30069,APAC|ID-2013-56276,Not Returned
CA-2013-147256,2013-10-18,2013-10-22,Second Class,Frank Carlisle,Home Office,Missouri,United States,US,Central,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.5900000000001,7,0.0,751.7601000000001,274.82,High,2013,30070,US|CA-2013-147256,Not Returned
ES-2013-1752483,2013-10-18,2013-10-20,Second Class,Aaron Bergman,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-CO-10001192,Technology,Copiers,"HP Personal Copier, Digital",632.043,6,0.15,7.262999999999977,216.8,Critical,2013,30071,EU|ES-2013-1752483,Not Returned
MX-2013-151568,2013-10-18,2013-10-22,Standard Class,Brosina Hoffman,Consumer,San Salvador,El Salvador,LATAM,Central,TEC-PH-10002815,Technology,Phones,"Samsung Smart Phone, VoIP",2120.8,5,0.0,275.7,207.892,High,2013,30072,LATAM|MX-2013-151568,Not Returned
MX-2013-100531,2013-10-18,2013-10-20,Second Class,Jason Fortune-,Consumer,La Romana,Dominican Republic,LATAM,Caribbean,FUR-BO-10000567,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",697.5840000000001,4,0.4,-209.29600000000005,127.84700000000001,High,2013,30073,LATAM|MX-2013-100531,Not Returned
CA-2013-152688,2013-10-18,2013-10-21,First Class,Nick Radford,Consumer,New Jersey,United States,US,East,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,315.98,1,0.0,148.5106,89.66,Critical,2013,30074,US|CA-2013-152688,Not Returned
ID-2013-16306,2013-10-18,2013-10-23,Second Class,Carlos Soltero,Consumer,Calabarzon,Philippines,APAC,Southeast Asia,TEC-PH-10001699,Technology,Phones,"Samsung Smart Phone, Full Size",1912.3200000000002,4,0.25,-204.0000000000001,76.63,Medium,2013,30075,APAC|ID-2013-16306,Not Returned
CA-2013-5470,2013-10-18,2013-10-20,Second Class,Nathan Gelder,Consumer,British Columbia,Canada,Canada,Canada,OFF-HOO-10001783,Office Supplies,Appliances,"Hoover Microwave, Red",617.28,2,0.0,123.42,65.33,High,2013,30076,Canada|CA-2013-5470,Not Returned
CA-2013-147256,2013-10-18,2013-10-22,Second Class,Frank Carlisle,Home Office,Missouri,United States,US,Central,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.97,3,0.0,220.48530000000002,59.13,High,2013,30077,US|CA-2013-147256,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,FUR-FU-10002696,Furniture,Furnishings,"Eldon Frame, Durable",604.1600000000001,8,0.0,169.12,34.945,Medium,2013,30078,LATAM|MX-2013-130862,Not Returned
CA-2013-152688,2013-10-18,2013-10-21,First Class,Nick Radford,Consumer,New Jersey,United States,US,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1,0.0,12.097999999999999,33.01,Critical,2013,30079,US|CA-2013-152688,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,FUR-BO-10003320,Furniture,Bookcases,"Dania Classic Bookcase, Metal",546.9600000000002,2,0.0,158.6,32.071,Medium,2013,30080,LATAM|MX-2013-130862,Not Returned
MX-2013-100531,2013-10-18,2013-10-20,Second Class,Jason Fortune-,Consumer,La Romana,Dominican Republic,LATAM,Caribbean,TEC-PH-10003157,Technology,Phones,"Nokia Speaker Phone, VoIP",262.912,4,0.2,-9.888,30.244999999999997,High,2013,30081,LATAM|MX-2013-100531,Not Returned
ES-2013-1752483,2013-10-18,2013-10-20,Second Class,Aaron Bergman,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-MA-10003461,Technology,Machines,"Epson Calculator, Red",111.078,3,0.15,27.378000000000004,24.11,Critical,2013,30082,EU|ES-2013-1752483,Not Returned
IN-2013-38979,2013-10-18,2013-10-24,Standard Class,Don Miller,Corporate,New South Wales,Australia,APAC,Oceania,FUR-CH-10000025,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",257.688,2,0.1,28.607999999999993,16.85,Medium,2013,30083,APAC|IN-2013-38979,Not Returned
IN-2013-33974,2013-10-18,2013-10-21,Second Class,Erica Smith,Consumer,Jilin,China,APAC,North Asia,OFF-ST-10000220,Office Supplies,Storage,"Rogers Shelving, Industrial",187.82999999999998,3,0.0,33.75,16.25,High,2013,30084,APAC|IN-2013-33974,Not Returned
MX-2013-100531,2013-10-18,2013-10-20,Second Class,Jason Fortune-,Consumer,La Romana,Dominican Republic,LATAM,Caribbean,OFF-PA-10001091,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",56.448,4,0.2,9.807999999999998,12.384,High,2013,30085,LATAM|MX-2013-100531,Not Returned
MX-2013-114335,2013-10-18,2013-10-20,First Class,Theresa Swint,Corporate,Nuevo León,Mexico,LATAM,North,OFF-BI-10002296,Office Supplies,Binders,"Acco Binder Covers, Economy",53.279999999999994,6,0.0,4.680000000000001,11.717,Critical,2013,30086,LATAM|MX-2013-114335,Not Returned
ES-2013-5687296,2013-10-18,2013-10-22,Standard Class,Lena Radford,Consumer,Liège,Belgium,EU,Central,OFF-PA-10001758,Office Supplies,Paper,"Enermax Note Cards, Premium",85.5,3,0.0,8.549999999999999,10.94,High,2013,30087,EU|ES-2013-5687296,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,TEC-AC-10002458,Technology,Accessories,"Logitech Mouse, Bluetooth",136.64000000000004,7,0.0,19.040000000000003,10.113,Medium,2013,30088,LATAM|MX-2013-130862,Not Returned
MX-2013-151568,2013-10-18,2013-10-22,Standard Class,Brosina Hoffman,Consumer,San Salvador,El Salvador,LATAM,Central,TEC-AC-10004451,Technology,Accessories,"SanDisk Mouse, Bluetooth",127.7,5,0.0,35.7,9.362,High,2013,30089,LATAM|MX-2013-151568,Not Returned
SF-2013-9500,2013-10-18,2013-10-22,Standard Class,Anna Andreadi,Consumer,Eastern Cape,South Africa,Africa,Africa,FUR-HON-10000344,Furniture,Chairs,"Hon Rocking Chair, Red",130.62,1,0.0,10.44,9.29,Medium,2013,30090,Africa|SF-2013-9500,Not Returned
IN-2013-24300,2013-10-18,2013-10-25,Standard Class,Vivek Gonzalez,Consumer,Delhi,India,APAC,Central Asia,FUR-FU-10001477,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black",151.20000000000002,6,0.0,33.120000000000005,8.47,Medium,2013,30091,APAC|IN-2013-24300,Not Returned
ID-2013-70031,2013-10-18,2013-10-23,Second Class,Erica Bern,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-FA-10001086,Office Supplies,Fasteners,"Accos Rubber Bands, Assorted Sizes",52.422300000000014,7,0.47000000000000003,-29.687700000000007,8.29,High,2013,30092,APAC|ID-2013-70031,Not Returned
CA-2013-163972,2013-10-18,2013-10-22,Standard Class,Michael Granlund,Home Office,California,United States,US,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,2,0.15,21.293999999999993,8.07,Medium,2013,30093,US|CA-2013-163972,Not Returned
ID-2013-47169,2013-10-18,2013-10-22,Standard Class,Christine Kargatis,Home Office,Khyber Pakhtunkhwa,Pakistan,APAC,Central Asia,TEC-AC-10000332,Technology,Accessories,"Logitech Keyboard, USB",72.66000000000001,2,0.5,-27.66000000000001,7.64,High,2013,30094,APAC|ID-2013-47169,Not Returned
ID-2013-16306,2013-10-18,2013-10-23,Second Class,Carlos Soltero,Consumer,Calabarzon,Philippines,APAC,Southeast Asia,OFF-SU-10004727,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip",49.5,3,0.45,-3.6000000000000014,7.22,Medium,2013,30095,APAC|ID-2013-16306,Not Returned
MX-2013-100531,2013-10-18,2013-10-20,Second Class,Jason Fortune-,Consumer,La Romana,Dominican Republic,LATAM,Caribbean,OFF-SU-10000926,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",49.28,2,0.2,10.440000000000001,6.904000000000001,High,2013,30096,LATAM|MX-2013-100531,Not Returned
ES-2013-1450713,2013-10-18,2013-10-24,Standard Class,Bart Folk,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-EN-10000142,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint",73.20000000000002,5,0.0,24.749999999999996,6.52,Medium,2013,30097,EU|ES-2013-1450713,Not Returned
IN-2013-33974,2013-10-18,2013-10-21,Second Class,Erica Smith,Consumer,Jilin,China,APAC,North Asia,OFF-LA-10002806,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",34.11,3,0.0,16.650000000000002,6.13,High,2013,30098,APAC|IN-2013-33974,Not Returned
ES-2013-4851162,2013-10-18,2013-10-21,Second Class,Anna Gayman,Consumer,Lorraine,France,EU,Central,OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue",49.47,1,0.0,7.89,5.96,High,2013,30099,EU|ES-2013-4851162,Not Returned
CA-2013-5470,2013-10-18,2013-10-20,Second Class,Nathan Gelder,Consumer,British Columbia,Canada,Canada,Canada,OFF-AVE-10002102,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",111.48000000000002,4,0.0,55.67999999999999,5.41,High,2013,30100,Canada|CA-2013-5470,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,OFF-PA-10003571,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",94.02,3,0.0,1.86,5.15,Medium,2013,30101,LATAM|MX-2013-130862,Not Returned
MX-2013-102253,2013-10-18,2013-10-22,Standard Class,Sung Pak,Corporate,Puebla,Mexico,LATAM,North,OFF-SU-10002032,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",50.459999999999994,3,0.0,16.139999999999997,5.0200000000000005,High,2013,30102,LATAM|MX-2013-102253,Not Returned
IR-2013-2940,2013-10-18,2013-10-20,Second Class,Mick Brown,Consumer,Kerman,Iran,EMEA,EMEA,OFF-GRE-10002109,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",67.86,2,0.0,27.78,4.98,High,2013,30103,EMEA|IR-2013-2940,Not Returned
ID-2013-47169,2013-10-18,2013-10-22,Standard Class,Christine Kargatis,Home Office,Khyber Pakhtunkhwa,Pakistan,APAC,Central Asia,OFF-SU-10003221,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",46.2,2,0.5,-40.68,4.68,High,2013,30104,APAC|ID-2013-47169,Not Returned
MX-2013-143931,2013-10-18,2013-10-20,First Class,Cyra Reiten,Home Office,Managua,Nicaragua,LATAM,Central,OFF-BI-10002414,Office Supplies,Binders,"Ibico Index Tab, Economy",20.82,3,0.0,1.86,4.031000000000001,High,2013,30105,LATAM|MX-2013-143931,Not Returned
ID-2013-16306,2013-10-18,2013-10-23,Second Class,Carlos Soltero,Consumer,Calabarzon,Philippines,APAC,Southeast Asia,OFF-BI-10000854,Office Supplies,Binders,"Acco Binder Covers, Economy",33.965999999999994,3,0.15000000000000002,-0.05400000000000027,3.6,Medium,2013,30106,APAC|ID-2013-16306,Not Returned
ID-2013-16306,2013-10-18,2013-10-23,Second Class,Carlos Soltero,Consumer,Calabarzon,Philippines,APAC,Southeast Asia,OFF-ST-10004668,Office Supplies,Storage,"Smead Trays, Industrial",26.928000000000004,1,0.45,-14.202,3.4,Medium,2013,30107,APAC|ID-2013-16306,Not Returned
CA-2013-141586,2013-10-18,2013-10-21,First Class,Neil Knudson,Home Office,California,United States,US,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,0.2,6.583000000000001,3.23,Critical,2013,30108,US|CA-2013-141586,Not Returned
ID-2013-47169,2013-10-18,2013-10-22,Standard Class,Christine Kargatis,Home Office,Khyber Pakhtunkhwa,Pakistan,APAC,Central Asia,OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",21.12,2,0.5,0.0,3.1,High,2013,30109,APAC|ID-2013-47169,Not Returned
US-2013-137386,2013-10-18,2013-10-23,Second Class,Sean Wendt,Home Office,Aragua,Venezuela,LATAM,South,OFF-FA-10000300,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes",41.148,9,0.4,-6.912000000000006,2.746,Medium,2013,30110,LATAM|US-2013-137386,Not Returned
ES-2013-2659584,2013-10-18,2013-10-22,Standard Class,Lisa Ryan,Corporate,Valenciana,Spain,EU,South,OFF-ST-10002399,Office Supplies,Storage,"Tenex Folders, Single Width",41.85,2,0.1,5.07,2.37,Medium,2013,30111,EU|ES-2013-2659584,Not Returned
ES-2013-4362848,2013-10-18,2013-10-18,Same Day,Maribeth Yedwab,Corporate,Madrid,Spain,EU,South,OFF-ST-10000154,Office Supplies,Storage,"Smead Box, Single Width",9.72,1,0.1,1.71,2.23,Critical,2013,30112,EU|ES-2013-4362848,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,OFF-SU-10003632,Office Supplies,Supplies,"Stiletto Ruler, High Speed",29.76,3,0.0,7.6800000000000015,2.024,Medium,2013,30113,LATAM|MX-2013-130862,Not Returned
US-2013-137386,2013-10-18,2013-10-23,Second Class,Sean Wendt,Home Office,Aragua,Venezuela,LATAM,South,OFF-AR-10002564,Office Supplies,Art,"Boston Pens, Easy-Erase",17.387999999999998,3,0.4,-10.752,1.8960000000000001,Medium,2013,30114,LATAM|US-2013-137386,Not Returned
MX-2013-100531,2013-10-18,2013-10-20,Second Class,Jason Fortune-,Consumer,La Romana,Dominican Republic,LATAM,Caribbean,OFF-EN-10000383,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled",16.256,2,0.2,4.856,1.522,High,2013,30115,LATAM|MX-2013-100531,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,OFF-FA-10001877,Office Supplies,Fasteners,"Accos Thumb Tacks, Bulk Pack",18.24,2,0.0,3.6399999999999997,1.436,Medium,2013,30116,LATAM|MX-2013-130862,Not Returned
MX-2013-151568,2013-10-18,2013-10-22,Standard Class,Brosina Hoffman,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-FA-10000455,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",8.640000000000002,1,0.0,3.18,1.413,High,2013,30117,LATAM|MX-2013-151568,Not Returned
MX-2013-130862,2013-10-18,2013-10-25,Standard Class,Matthew Clasen,Corporate,Managua,Nicaragua,LATAM,Central,FUR-FU-10000242,Furniture,Furnishings,"Deflect-O Frame, Durable",214.13999999999996,3,0.0,68.52000000000001,1.286,Medium,2013,30118,LATAM|MX-2013-130862,Not Returned
ES-2013-2659584,2013-10-18,2013-10-22,Standard Class,Lisa Ryan,Corporate,Valenciana,Spain,EU,South,OFF-BI-10001544,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",11.97,3,0.0,1.2600000000000002,1.02,Medium,2013,30119,EU|ES-2013-2659584,Not Returned
US-2013-137386,2013-10-18,2013-10-23,Second Class,Sean Wendt,Home Office,Aragua,Venezuela,LATAM,South,OFF-FA-10004792,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack",8.688,2,0.4,-4.352000000000001,0.783,Medium,2013,30120,LATAM|US-2013-137386,Not Returned
